date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,accident
2013-08-25 21:00:00,None,71,60,0,175,6,6,300.49,0.0,0.0,0,Clear,Sky is Clear,2727,30
2013-08-25 22:00:00,None,138,60,5,172,7,7,300.11,0.0,0.0,0,Clear,Sky is Clear,2002,20
2013-08-25 23:00:00,None,259,72,3,158,9,9,300.11,0.0,0.0,0,Clear,Sky is Clear,1162,12
2013-08-26 00:00:00,None,148,78,4,178,5,5,300.04,0.0,0.0,0,Clear,Sky is Clear,631,7
2013-08-26 01:00:00,None,239,64,5,137,2,2,299.88,0.0,0.0,0,Clear,Sky is Clear,406,4
2013-08-26 02:00:00,None,68,77,3,180,7,7,299.58,0.0,0.0,0,Clear,Sky is Clear,328,3
2013-08-26 03:00:00,None,174,78,2,136,4,4,298.76,0.0,0.0,0,Clear,Sky is Clear,331,3
2013-08-26 05:00:00,None,213,67,4,174,4,4,298.54,0.0,0.0,0,Clear,Sky is Clear,3020,35
2013-08-26 06:00:00,None,107,67,5,137,7,7,298.31,0.0,0.0,0,Clear,Sky is Clear,5773,66
2013-08-26 07:00:00,None,255,83,1,189,5,5,298.09,0.0,0.0,0,Clear,Sky is Clear,6512,59
2013-08-26 08:00:00,None,146,77,1,125,8,8,298.25,0.0,0.0,0,Clear,Sky is Clear,6219,50
2013-08-26 09:00:00,None,55,63,0,165,7,7,299.23,0.0,0.0,0,Clear,Sky is Clear,5443,62
2013-08-26 10:00:00,None,213,63,2,155,3,3,300.15,0.0,0.0,0,Clear,Sky is Clear,4765,52
2013-08-26 11:00:00,None,202,63,4,145,4,4,302.03,0.0,0.0,0,Clear,Sky is Clear,5140,44
2013-08-26 13:00:00,None,51,63,0,161,8,8,305.48,0.0,0.0,0,Clear,Sky is Clear,5475,45
2013-08-26 14:00:00,None,171,65,0,184,7,7,306.2,0.0,0.0,0,Clear,Sky is Clear,5542,45
2013-08-26 15:00:00,None,233,67,1,208,7,7,306.67,0.0,0.0,0,Clear,Sky is Clear,5750,64
2013-08-26 16:00:00,None,263,48,0,138,9,9,307.09,0.0,0.0,0,Clear,Sky is Clear,6298,74
2013-08-26 17:00:00,None,293,58,2,144,7,7,307.0,0.0,0.0,0,Clear,Sky is Clear,5813,52
2013-08-26 18:00:00,None,227,58,0,130,6,6,306.31,0.0,0.0,0,Clear,Sky is Clear,4520,49
2013-08-26 19:00:00,None,109,56,5,145,5,5,305.34,0.0,0.0,0,Clear,Sky is Clear,3425,32
2013-08-26 20:00:00,None,70,50,4,140,1,1,303.82,0.0,0.0,0,Clear,Sky is Clear,3321,30
2013-08-26 21:00:00,None,49,53,4,130,3,3,302.6,0.0,0.0,0,Clear,Sky is Clear,2550,22
2013-08-26 22:00:00,None,191,57,6,150,8,8,301.78,0.0,0.0,0,Clear,Sky is Clear,1648,15
2013-08-26 23:00:00,None,68,60,6,150,3,3,301.02,0.0,0.0,0,Clear,Sky is Clear,1133,10
2013-08-27 00:00:00,None,232,60,8,150,1,1,300.28,0.0,0.0,32,Clouds,scattered clouds,620,6
2013-08-27 14:00:00,None,217,60,7,140,4,4,306.24,0.0,0.0,8,Clear,sky is clear,5883,63
2013-08-27 16:00:00,None,179,60,6,140,9,9,306.79,0.0,0.0,8,Clear,sky is clear,6653,59
2013-08-27 21:00:00,None,148,60,5,150,7,7,302.76,0.0,0.0,0,Clear,Sky is Clear,2787,32
2013-08-27 22:00:00,None,212,59,6,157,2,2,302.47,0.0,0.0,0,Clear,Sky is Clear,1844,20
2013-08-27 23:00:00,None,263,68,4,150,1,1,301.26,0.0,0.0,0,Clear,Sky is Clear,1185,11
2013-08-28 00:00:00,None,175,72,5,140,1,1,300.35,0.0,0.0,8,Clear,sky is clear,628,5
2013-08-28 01:00:00,None,66,68,7,140,5,5,300.3,0.0,0.0,8,Clear,sky is clear,363,3
2013-08-28 02:00:00,None,132,68,6,140,9,9,300.1,0.0,0.0,8,Clear,sky is clear,318,2
2013-08-28 03:00:00,None,146,77,5,150,9,9,299.25,0.0,0.0,0,Clear,Sky is Clear,365,3
2013-08-28 10:00:00,None,259,82,5,160,1,1,302.17,0.0,0.0,1,Clear,sky is clear,4941,44
2013-08-28 11:00:00,None,66,88,7,170,6,6,303.08,0.0,0.0,5,Clear,sky is clear,5157,59
2013-08-28 12:00:00,None,76,87,9,280,5,5,302.78,0.0,0.0,90,Clouds,overcast clouds,5575,59
2013-08-28 13:00:00,None,240,87,7,280,8,8,303.15,0.0,0.0,90,Clouds,overcast clouds,5463,44
2013-08-28 14:00:00,None,253,87,5,280,1,1,303.92,0.0,0.0,90,Clouds,overcast clouds,5868,57
2013-08-28 16:00:00,None,295,82,4,250,5,5,305.62,0.0,0.0,0,Clear,Sky is Clear,6760,64
2013-08-28 22:00:00,None,130,71,4,260,8,8,299.51,0.0,0.0,0,Clear,Sky is Clear,1893,16
2013-08-28 23:00:00,None,63,71,5,250,4,4,298.29,0.0,0.0,0,Clear,Sky is Clear,1214,13
2013-08-29 00:00:00,None,297,75,4,265,6,6,296.79,0.0,0.0,0,Clear,Sky is Clear,643,5
2013-08-29 09:00:00,None,287,62,3,260,1,1,295.27,0.0,0.0,0,Clear,Sky is Clear,5533,61
2013-08-29 10:00:00,None,75,66,2,260,7,7,298.11,0.0,0.0,0,Clear,Sky is Clear,5079,46
2013-08-29 11:00:00,None,279,71,1,190,5,5,300.9,0.0,0.0,0,Clear,Sky is Clear,5615,49
2013-08-29 12:00:00,None,22,82,1,185,8,8,302.02,0.0,0.0,0,Clear,Sky is Clear,5833,69
2013-08-29 14:00:00,None,133,93,2,180,5,5,303.5,0.0,0.0,0,Clear,Sky is Clear,6138,57
2013-08-29 15:00:00,None,86,100,2,180,3,3,303.38,0.0,0.0,0,Clear,Sky is Clear,6750,55
2013-08-29 16:00:00,None,33,93,2,170,6,6,302.64,0.0,0.0,0,Clear,Sky is Clear,7023,70
2013-08-29 17:00:00,None,44,93,2,190,1,1,301.64,0.0,0.0,0,Clear,Sky is Clear,6724,67
2013-08-29 19:00:00,None,83,93,2,190,4,4,301.09,0.0,0.0,0,Clear,Sky is Clear,4016,44
2013-08-29 20:00:00,None,299,81,4,190,5,5,300.07,0.0,0.0,0,Clear,Sky is Clear,3325,35
2013-08-29 21:00:00,None,299,81,3,200,8,8,297.63,0.0,0.0,48,Clouds,scattered clouds,2959,26
2013-08-29 22:00:00,None,28,87,2,190,2,2,296.22,0.0,0.0,48,Clouds,scattered clouds,2150,24
2013-08-29 23:00:00,None,268,87,2,190,3,3,295.69,0.0,0.0,48,Clouds,scattered clouds,1459,15
2013-08-30 00:00:00,None,125,81,4,229,6,6,295.62,0.0,0.0,24,Clouds,few clouds,773,7
2013-08-30 01:00:00,None,269,81,2,160,3,3,295.85,0.0,0.0,24,Clouds,few clouds,458,4
2013-08-30 02:00:00,None,163,79,2,187,8,8,295.98,0.0,0.0,24,Clouds,few clouds,377,3
2013-08-30 03:00:00,None,212,62,2,190,7,7,295.73,0.0,0.0,80,Clouds,broken clouds,385,3
2013-08-30 04:00:00,None,140,55,2,140,9,9,296.37,0.0,0.0,80,Clouds,broken clouds,848,8
2013-08-30 05:00:00,None,137,45,2,140,3,3,296.62,0.0,0.0,80,Thunderstorm,proximity thunderstorm,2858,32
2013-08-30 05:00:00,None,274,43,4,140,2,2,296.62,0.0,0.0,80,Rain,light rain,2858,31
2013-08-30 06:00:00,None,279,33,5,150,1,1,296.53,6.6,0.0,80,Rain,heavy intensity rain,5413,48
2013-08-30 06:00:00,None,12,30,4,150,9,9,296.53,6.6,0.0,80,Thunderstorm,thunderstorm with light rain,5413,46
2013-08-30 06:00:00,None,267,27,4,150,8,8,296.53,6.6,0.0,80,Mist,mist,5413,57
2013-08-30 07:00:00,None,109,31,4,140,1,1,296.34,0.0,0.0,80,Mist,mist,6601,77
2013-08-30 08:00:00,None,62,40,4,120,3,3,296.9,0.0,0.0,80,Mist,mist,6042,68
2013-08-30 09:00:00,None,175,48,3,130,7,7,297.51,0.0,0.0,80,Mist,mist,5458,61
2013-08-30 10:00:00,None,158,48,2,140,7,7,299.36,0.0,0.0,80,Haze,haze,5323,46
2013-08-30 10:00:00,None,172,45,5,160,2,2,299.36,0.0,0.0,80,Mist,mist,5323,50
2013-08-30 10:00:00,None,92,48,6,160,8,8,299.36,0.0,0.0,80,Thunderstorm,proximity thunderstorm,5323,47
2013-08-30 11:00:00,None,31,52,6,170,6,6,301.71,0.0,0.0,80,Haze,haze,5810,66
2013-08-30 12:00:00,None,29,52,6,170,7,7,302.97,0.0,0.0,0,Clear,Sky is Clear,6269,60
2013-08-30 13:00:00,None,220,55,4,160,5,5,304.5,0.0,0.0,0,Clear,Sky is Clear,6172,51
2013-08-30 15:00:00,None,17,55,4,160,7,7,305.31,0.0,0.0,12,Clouds,few clouds,6160,71
2013-08-30 16:00:00,None,163,53,6,176,4,4,304.68,0.0,0.0,12,Clouds,few clouds,6009,63
2013-08-30 17:00:00,None,60,55,5,160,1,1,304.51,0.0,0.0,12,Clouds,few clouds,5387,46
2013-08-30 18:00:00,None,255,59,5,160,8,8,304.43,0.0,0.0,0,Clear,Sky is Clear,5021,48
2013-08-30 19:00:00,None,163,63,4,165,7,7,303.93,0.0,0.0,0,Clear,Sky is Clear,4057,40
2013-08-30 20:00:00,None,255,67,4,170,2,2,302.27,0.0,0.0,0,Clear,Sky is Clear,3458,29
2013-08-30 21:00:00,None,52,62,5,179,1,1,300.34,0.0,0.0,0,Clear,Sky is Clear,3181,35
2013-08-30 22:00:00,None,172,57,6,189,8,8,299.58,0.0,0.0,0,Clear,Sky is Clear,2546,21
2013-08-30 23:00:00,None,156,54,5,176,2,2,299.35,0.0,0.0,0,Clear,Sky is Clear,2101,20
2013-08-31 00:00:00,None,165,49,6,189,5,5,299.2,0.0,0.0,0,Clear,Sky is Clear,1321,12
2013-09-01 23:00:00,None,12,46,5,180,9,9,289.6,0.0,0.0,1,Clear,sky is clear,1712,15
2013-09-02 00:00:00,Labor Day,155,45,6,186,3,3,288.78,0.0,0.0,0,Clear,Sky is Clear,1041,10
2013-09-02 01:00:00,None,278,46,7,204,1,1,286.67,0.0,0.0,1,Clear,sky is clear,563,4
2013-09-02 03:00:00,None,253,44,7,204,4,4,285.62,0.0,0.0,0,Clear,Sky is Clear,259,2
2013-09-02 04:00:00,None,66,44,2,183,9,9,285.69,0.0,0.0,0,Clear,Sky is Clear,323,2
2013-09-02 05:00:00,None,289,43,1,177,4,4,285.67,0.0,0.0,0,Clear,Sky is Clear,637,6
2013-09-02 06:00:00,None,128,42,3,193,8,8,286.11,0.0,0.0,90,Clouds,overcast clouds,1078,11
2013-09-02 07:00:00,None,31,41,4,198,9,9,286.31,0.0,0.0,0,Clear,Sky is Clear,1567,13
2013-09-02 08:00:00,None,60,41,6,209,1,1,286.34,0.0,0.0,0,Clear,Sky is Clear,2064,18
2013-09-02 09:00:00,None,221,56,2,133,7,7,286.57,0.0,0.0,0,Rain,light rain,2605,28
2013-09-02 10:00:00,None,225,50,4,169,6,6,287.54,0.0,0.0,0,Rain,light rain,3201,32
2013-09-02 12:00:00,None,85,44,6,206,6,6,288.98,0.0,0.0,0,Clear,Sky is Clear,4245,34
2013-09-02 13:00:00,None,213,47,6,203,8,8,289.74,0.0,0.0,0,Clear,Sky is Clear,4134,42
2013-09-02 14:00:00,None,175,46,6,206,6,6,294.3,0.0,0.0,24,Clouds,few clouds,4454,46
2013-09-02 15:00:00,None,70,50,6,202,6,6,291.32,0.0,0.0,0,Clear,Sky is Clear,4388,50
2013-09-02 16:00:00,None,288,49,6,204,2,2,291.75,0.0,0.0,0,Clear,Sky is Clear,4165,44
2013-09-02 17:00:00,None,269,51,6,241,8,8,294.39,0.0,0.0,56,Clouds,broken clouds,3835,42
2013-09-02 18:00:00,None,85,50,7,231,2,2,291.46,0.0,0.0,0,Clear,Sky is Clear,3666,37
2013-09-02 19:00:00,None,218,51,6,257,4,4,289.54,0.0,0.0,0,Clear,Sky is Clear,3356,29
2013-09-02 20:00:00,None,46,51,6,255,8,8,292.89,0.0,0.0,36,Clouds,scattered clouds,2913,32
2013-09-02 21:00:00,None,102,52,6,290,5,5,286.53,0.0,0.0,0,Clear,Sky is Clear,2325,22
2013-09-02 22:00:00,None,143,53,6,298,9,9,285.51,0.0,0.0,0,Clear,Sky is Clear,1754,14
2013-09-02 23:00:00,None,248,47,6,290,5,5,285.47,0.0,0.0,0,Clear,Sky is Clear,1064,8
2013-09-03 00:00:00,None,145,50,6,302,6,6,284.58,0.0,0.0,0,Clear,Sky is Clear,573,5
2013-09-03 01:00:00,None,157,44,6,294,4,4,283.36,0.0,0.0,0,Mist,mist,333,3
2013-09-03 01:00:00,None,232,46,6,299,9,9,283.36,0.0,0.0,0,Fog,fog,333,3
2013-09-03 02:00:00,None,261,40,6,292,1,1,283.15,0.0,0.0,75,Mist,mist,223,2
2013-09-04 08:00:00,None,88,38,6,288,9,9,289.95,0.0,0.0,1,Mist,mist,6220,49
2013-09-04 09:00:00,None,253,39,5,287,9,9,290.88,0.0,0.0,0,Clear,Sky is Clear,5776,54
2013-09-04 10:00:00,None,129,35,5,281,1,1,294.66,0.0,0.0,0,Clear,Sky is Clear,4709,50
2013-09-04 11:00:00,None,131,35,4,279,2,2,296.68,0.0,0.0,0,Clear,Sky is Clear,4854,57
2013-09-04 12:00:00,None,221,42,3,267,5,5,298.99,0.0,0.0,5,Clear,sky is clear,5194,54
2013-09-04 13:00:00,None,293,41,3,267,4,4,301.16,0.0,0.0,12,Clouds,few clouds,5069,46
2013-09-04 15:00:00,None,263,47,2,256,5,5,301.79,0.0,0.0,20,Clouds,few clouds,5921,62
2013-09-04 16:00:00,None,27,47,2,256,3,3,302.01,0.0,0.0,20,Clouds,few clouds,6455,61
2013-09-04 17:00:00,None,272,47,2,256,8,8,301.48,0.0,0.0,20,Clouds,few clouds,6227,72
2013-09-04 18:00:00,None,286,49,2,255,6,6,300.15,0.0,0.0,64,Clouds,broken clouds,4824,57
2013-09-04 19:00:00,None,50,54,1,259,3,3,298.04,0.0,0.0,64,Clouds,broken clouds,3568,32
2013-09-04 20:00:00,None,40,57,2,258,4,4,296.4,0.0,0.0,64,Clouds,broken clouds,3109,29
2013-09-04 21:00:00,None,127,61,1,261,1,1,294.67,0.0,0.0,80,Clouds,broken clouds,2536,30
2013-09-04 22:00:00,None,243,61,1,207,1,1,293.87,0.0,0.0,80,Clouds,broken clouds,2027,19
2013-09-04 23:00:00,None,52,67,1,229,4,4,292.95,0.0,0.0,80,Clouds,broken clouds,3578,42
2013-09-05 00:00:00,None,237,68,1,194,2,2,292.28,0.0,0.0,80,Clouds,broken clouds,753,8
2013-09-05 01:00:00,None,143,54,2,212,9,9,291.56,0.0,0.0,80,Clouds,broken clouds,425,3
2013-09-05 02:00:00,None,166,60,1,159,1,1,290.65,0.0,0.0,80,Clouds,broken clouds,292,2
2013-09-05 03:00:00,None,215,51,2,160,5,5,290.26,0.0,0.0,88,Clouds,overcast clouds,366,3
2013-09-05 05:00:00,None,98,54,2,154,7,7,288.35,0.0,0.0,24,Clouds,few clouds,3093,30
2013-09-05 06:00:00,None,108,41,3,156,6,6,288.6,0.0,0.0,0,Clear,Sky is Clear,6054,64
2013-09-05 08:00:00,None,46,40,3,153,8,8,289.51,0.0,0.0,48,Clouds,scattered clouds,6276,71
2013-09-05 11:00:00,None,208,38,4,152,3,3,292.891,0.0,0.0,48,Clouds,scattered clouds,5007,41
2013-09-05 12:00:00,None,64,37,4,147,8,8,297.32,0.0,0.0,8,Clear,sky is clear,5299,62
2013-09-05 14:00:00,None,114,35,5,146,1,1,299.6,0.0,0.0,8,Clear,sky is clear,5584,52
2013-09-05 15:00:00,None,252,42,4,142,6,6,300.27,0.0,0.0,0,Clear,Sky is Clear,5907,60
2013-09-05 17:00:00,None,83,37,5,141,4,4,300.37,0.0,0.0,0,Clear,Sky is Clear,6170,62
2013-09-05 18:00:00,None,113,40,5,138,5,5,299.73,0.0,0.0,0,Clear,Sky is Clear,4681,37
2013-09-05 20:00:00,None,230,42,5,140,3,3,296.93,0.0,0.0,0,Clear,Sky is Clear,3217,27
2013-09-05 23:00:00,None,25,46,4,136,2,2,296.749,0.0,0.0,0,Clear,Sky is Clear,1194,10
2013-09-06 00:00:00,None,38,49,5,136,5,5,296.509,0.0,0.0,12,Clouds,few clouds,662,5
2013-09-06 01:00:00,None,273,76,3,138,6,6,294.37,0.0,0.0,1,Clear,sky is clear,393,4
2013-09-06 02:00:00,None,192,87,2,139,5,5,294.37,0.0,0.0,1,Clear,sky is clear,306,2
2013-09-06 09:00:00,None,61,88,2,149,3,3,296.31,0.0,0.0,75,Clouds,broken clouds,5297,56
2013-09-06 10:00:00,None,115,92,2,104,8,8,299.84,0.0,0.0,40,Clouds,scattered clouds,4703,47
2013-09-06 11:00:00,None,34,95,1,87,8,8,301.84,0.0,0.0,1,Clear,sky is clear,5171,56
2013-09-06 13:00:00,None,101,95,0,4,6,6,304.18,0.0,0.0,1,Clear,sky is clear,5382,44
2013-09-06 14:00:00,None,35,96,1,63,1,1,305.15,0.0,0.0,1,Clear,sky is clear,5770,67
2013-09-06 16:00:00,None,99,98,2,123,9,9,305.17,0.0,0.0,40,Clouds,scattered clouds,6535,59
2013-09-06 17:00:00,None,184,98,2,170,3,3,305.17,0.0,0.0,40,Clouds,scattered clouds,5907,48
2013-09-06 18:00:00,None,39,98,2,170,4,4,303.84,0.0,0.0,1,Clear,sky is clear,5199,59
2013-09-06 19:00:00,None,23,98,2,170,3,3,301.5,0.0,0.0,1,Clear,sky is clear,3923,34
2013-09-06 21:00:00,None,139,95,1,352,6,6,298.356,0.0,0.0,0,Clear,Sky is Clear,2978,26
2013-09-06 22:00:00,None,140,97,1,196,4,4,298.356,0.0,0.0,0,Clear,Sky is Clear,2846,25
2013-09-06 23:00:00,None,15,100,1,40,4,4,298.356,0.0,0.0,0,Clear,Sky is Clear,2018,20
2013-09-07 00:00:00,None,220,100,1,135,3,3,296.67,0.0,0.0,0,Clear,Sky is Clear,1252,10
2013-09-07 01:00:00,None,158,100,1,135,3,3,296.4,0.0,0.0,1,Clear,sky is clear,744,6
2013-09-07 02:00:00,None,285,100,1,135,4,4,296.13,0.0,0.0,1,Clear,sky is clear,560,5
2013-09-07 04:00:00,None,158,100,1,92,6,6,293.88,0.0,0.0,1,Fog,fog,433,5
2013-09-07 05:00:00,None,49,97,2,220,7,7,293.37,0.0,0.0,1,Mist,mist,950,9
2013-09-07 20:00:00,None,205,95,2,349,7,7,299.589,0.0,0.0,12,Rain,moderate rain,3341,38
2013-09-07 21:00:00,None,133,95,1,336,4,4,296.032,0.0,0.0,0,Clear,Sky is Clear,3050,27
2013-09-07 22:00:00,None,80,100,1,61,3,3,295.63,0.0,0.0,1,Clear,sky is clear,3792,37
2013-09-07 23:00:00,None,208,94,2,54,3,3,294.14,0.0,0.0,1,Clear,sky is clear,3209,26
2013-09-08 05:00:00,None,42,93,1,54,7,7,290.836,0.0,0.0,12,Clouds,few clouds,553,5
2013-09-08 13:00:00,None,99,100,3,31,8,8,294.353,0.0,0.0,0,Clear,Sky is Clear,4028,38
2013-09-08 14:00:00,None,99,93,0,357,8,8,294.353,0.0,0.0,0,Clear,Sky is Clear,4120,37
2013-09-08 15:00:00,None,285,99,0,355,6,6,296.115,0.0,0.0,12,Clouds,few clouds,4326,42
2013-09-08 16:00:00,None,284,99,0,177,2,2,296.43,0.0,0.0,12,Clouds,few clouds,4108,46
2013-09-08 17:00:00,None,208,99,0,0,6,6,296.18,0.0,0.0,12,Clouds,few clouds,4049,34
2013-09-08 18:00:00,None,65,99,4,41,2,2,295.3,0.0,0.0,20,Clouds,few clouds,3659,41
2013-09-08 19:00:00,None,246,99,4,41,5,5,294.61,0.0,0.0,20,Clouds,few clouds,3433,37
2013-09-08 20:00:00,None,10,99,4,41,4,4,294.48,0.0,0.0,20,Clouds,few clouds,2849,32
2013-09-08 21:00:00,None,176,99,5,37,1,1,294.2,0.0,0.0,44,Clouds,scattered clouds,2218,17
2013-09-08 22:00:00,None,46,94,1,17,4,4,294.04,0.0,0.0,44,Clouds,scattered clouds,2327,23
2013-09-08 23:00:00,None,283,99,5,37,1,1,293.71,0.0,0.0,44,Clouds,scattered clouds,2109,18
2013-09-09 00:00:00,None,88,100,1,23,4,4,293.57,0.0,0.0,20,Clouds,few clouds,542,4
2013-09-09 01:00:00,None,251,100,1,54,8,8,293.91,0.0,0.0,20,Clouds,few clouds,385,4
2013-09-09 02:00:00,None,143,100,0,86,6,6,293.67,0.0,0.0,20,Clouds,few clouds,284,2
2013-09-09 03:00:00,None,261,98,5,48,5,5,293.67,0.0,0.0,48,Mist,mist,322,3
2013-09-09 05:00:00,None,31,98,3,46,2,2,293.52,0.0,0.0,0,Clear,Sky is Clear,2909,27
2013-09-09 06:00:00,None,276,98,1,45,5,5,293.67,0.0,0.0,48,Clouds,scattered clouds,5842,65
2013-09-09 07:00:00,None,227,95,0,45,5,5,293.63,0.44,0.0,48,Rain,light rain,6612,55
2013-09-09 07:00:00,None,81,95,3,48,3,3,293.63,0.44,0.0,48,Thunderstorm,thunderstorm with light rain,6612,68
2013-09-09 08:00:00,None,18,95,5,51,7,7,293.73,0.56,0.0,48,Rain,light rain,6292,56
2013-09-09 08:00:00,None,144,98,6,60,8,8,293.73,0.56,0.0,48,Mist,mist,6292,65
2013-09-09 08:00:00,None,204,98,0,81,4,4,293.73,0.56,0.0,48,Thunderstorm,proximity thunderstorm,6292,60
2013-09-09 09:00:00,None,67,87,1,31,6,6,293.85,0.57,0.0,36,Rain,light rain,4944,51
2013-09-09 09:00:00,None,293,98,2,225,4,4,293.85,0.57,0.0,36,Mist,mist,4944,55
2013-09-09 11:00:00,None,260,98,0,90,7,7,295.55,0.0,0.0,36,Haze,haze,4717,52
2013-09-09 11:00:00,None,296,98,1,157,6,6,295.55,0.0,0.0,36,Mist,mist,4717,50
2013-09-09 12:00:00,None,100,95,0,188,9,9,296.09,0.0,0.0,8,Mist,mist,4865,43
2013-09-09 12:00:00,None,213,98,6,82,6,6,296.09,0.0,0.0,8,Haze,haze,4865,46
2013-09-09 13:00:00,None,17,98,3,82,5,5,299.2,0.25,0.0,8,Rain,light rain,4990,48
2013-09-09 13:00:00,None,117,98,6,101,1,1,299.2,0.25,0.0,8,Haze,haze,4990,43
2013-09-09 13:00:00,None,242,93,3,60,4,4,299.2,0.25,0.0,8,Mist,mist,4990,57
2013-09-09 14:00:00,None,283,93,4,80,5,5,301.82,0.0,0.0,8,Haze,haze,5532,49
2013-09-09 15:00:00,None,129,87,4,80,3,3,303.78,0.0,0.0,0,Clear,Sky is Clear,5957,66
2013-09-09 16:00:00,None,20,93,3,80,9,9,304.63,0.0,0.0,0,Clear,Sky is Clear,6641,54
2013-09-09 17:00:00,None,192,87,4,200,8,8,305.31,0.0,0.0,0,Clear,Sky is Clear,6387,68
2013-09-09 18:00:00,None,188,82,4,200,6,6,305.25,0.0,0.0,0,Clear,Sky is Clear,4652,44
2013-09-09 19:00:00,None,215,76,2,220,3,3,304.27,0.0,0.0,0,Clear,Sky is Clear,3480,33
2013-09-09 20:00:00,None,101,82,5,109,5,5,302.36,0.0,0.0,0,Haze,haze,2872,32
2013-09-09 21:00:00,None,236,62,1,190,3,3,300.77,0.0,0.0,92,Clouds,overcast clouds,2389,23
2013-09-09 22:00:00,None,15,67,1,90,9,9,299.59,0.25,0.0,92,Rain,light rain,1618,15
2013-09-09 23:00:00,None,259,66,2,160,8,8,298.46,0.25,0.0,92,Mist,mist,1102,9
2013-09-09 23:00:00,None,21,62,2,90,1,1,298.46,0.25,0.0,92,Rain,light rain,1102,11
2013-09-10 00:00:00,None,207,71,3,230,1,1,297.38,0.0,0.0,8,Mist,mist,592,5
2013-09-10 02:00:00,None,136,71,1,210,1,1,295.71,0.0,0.0,8,Clear,sky is clear,252,2
2013-09-10 03:00:00,None,46,77,1,210,6,6,295.3,0.0,0.0,24,Clouds,few clouds,387,4
2013-09-10 05:00:00,None,17,81,2,180,5,5,293.98,0.0,0.0,24,Rain,light rain,3011,29
2013-09-10 06:00:00,None,174,87,2,186,4,4,293.49,0.0,0.0,75,Rain,light rain,6067,67
2013-09-10 07:00:00,None,129,100,2,186,4,4,292.92,0.0,0.0,20,Rain,light rain,6381,75
2013-09-10 08:00:00,None,241,100,2,186,1,1,293.14,0.0,0.0,20,Rain,light rain,5993,65
2013-09-10 11:00:00,None,234,100,1,190,9,9,296.52,0.0,0.0,48,Clouds,scattered clouds,4874,42
2013-09-10 12:00:00,None,242,96,1,212,1,1,296.08,0.32,0.0,76,Rain,light rain,4976,44
2013-09-10 13:00:00,None,296,100,3,214,3,3,297.29,0.0,0.0,76,Clouds,broken clouds,4912,57
2013-09-10 15:00:00,None,235,100,3,195,8,8,298.2,0.25,0.0,32,Rain,light rain,6045,69
2013-09-10 17:00:00,None,154,100,3,195,7,7,299.04,0.0,0.0,32,Clouds,scattered clouds,6400,70
2013-09-10 18:00:00,None,259,100,3,195,7,7,299.69,0.0,0.0,64,Clouds,broken clouds,4911,45
2013-09-10 20:00:00,None,281,93,3,166,9,9,297.01,0.0,0.0,64,Clouds,broken clouds,3006,32
2013-09-10 21:00:00,None,295,93,3,166,4,4,295.16,0.0,0.0,92,Clouds,overcast clouds,2693,29
2013-09-10 22:00:00,None,48,93,3,166,6,6,294.68,0.0,0.0,92,Clouds,overcast clouds,1676,14
2013-09-10 23:00:00,None,53,87,3,164,1,1,293.53,0.0,0.0,92,Clouds,overcast clouds,1019,9
2013-09-11 00:00:00,None,46,100,2,190,1,1,292.79,0.0,0.0,88,Clouds,overcast clouds,570,6
2013-09-11 02:00:00,None,265,81,3,164,7,7,290.96,0.51,0.0,88,Rain,light rain,286,3
2013-09-11 03:00:00,None,220,93,2,310,3,3,290.85,0.0,0.0,92,Clouds,overcast clouds,350,3
2013-09-11 06:00:00,None,101,88,2,269,8,8,289.97,0.0,0.0,0,Clear,Sky is Clear,5968,70
2013-09-11 08:00:00,None,28,81,3,360,6,6,290.61,0.51,0.0,0,Rain,light rain,6225,51
2013-09-11 09:00:00,None,109,100,3,330,6,6,292.66,0.51,0.0,0,Rain,light rain,5490,50
2013-09-11 10:00:00,None,156,93,6,330,2,2,294.28,0.0,0.0,0,Clear,Sky is Clear,4678,44
2013-09-11 12:00:00,None,78,100,3,340,7,7,299.54,0.0,0.0,0,Clear,Sky is Clear,4880,39
2013-09-11 14:00:00,None,139,87,5,330,7,7,301.5,0.0,0.0,40,Clouds,scattered clouds,5471,43
2013-09-11 15:00:00,None,34,93,5,340,9,9,301.15,0.0,0.0,1,Clear,sky is clear,5832,47
2013-09-11 16:00:00,None,124,93,5,310,3,3,301.5,0.0,0.0,1,Clear,sky is clear,6640,62
2013-09-11 17:00:00,None,99,87,4,320,9,9,300.82,0.0,0.0,1,Clear,sky is clear,6503,56
2013-09-11 18:00:00,None,295,93,1,260,4,4,300.15,0.0,0.0,1,Clear,sky is clear,4805,54
2013-09-11 19:00:00,None,282,100,1,260,3,3,297.13,0.0,0.0,1,Haze,haze,3602,38
2013-09-11 20:00:00,None,221,100,2,270,4,4,294.83,0.0,0.0,1,Clear,sky is clear,3059,27
2013-09-11 21:00:00,None,120,96,2,282,3,3,294.67,0.0,0.0,1,Clear,sky is clear,2667,27
2013-09-11 22:00:00,None,85,100,2,270,8,8,293.63,0.0,0.0,1,Clear,sky is clear,2302,21
2013-09-11 23:00:00,None,97,100,3,256,9,9,292.12,0.0,0.0,1,Clear,sky is clear,2306,24
